N00036633::Abraham, Ralph
N00004874::Gutierrez, Luis V
N00029617::Hagan, Kay R
N00006806::Hahn, Janice
N00035197::Hall, Heidi
N00035384::Hall, James
N00005645::Hall, Ralph M
N00035395::Halter, Irving Jr
N00035461::Halvorson, Art
N00029377::Halvorson, Deborah
N00025881::Hanabusa, Colleen
N00035477::Handel, Karen
N00030197::Hanna, Richard
N00035421::Harold, Erika
N00029632::Harper, Gregg
N00029147::Harris, Andy
N00035491::Harris, Mark
N00035300::Harris, Matthew
N00035201::Harris, Napoleon B III
N00031005::Hartzler, Vicky
N00002884::Hastings, Alcee L
N00009157::Hastings, Doc
N00035228::Haynes, Gregory
N00035356::Hays, Elaine
N00031557::Heck, Dennis
N00031244::Heck, Joe
N00024922::Hensarling, Jeb
N00035319::Heos, Richard Alfred
N00031559::Herrera Beutler, Jaime
N00032243::Hice, Jody B
N00027060::Higgins, Brian M
N00035474::Hill, Owen
N00035503::Hill, Shak
N00035379::Hillyer, Quin
N00029070::Himes, Jim
N00006008::Hinojosa, Ruben
N00035312::Hinz, Janet
N00035359::Hobbs, Rudy
N00035298::Hodges, Steve
N00035248::Hoffman, Jonathan
N00033399::Holding, George
N00000860::Holt, Rush
N00012611::Honda, Mike
N00033638::Horsford, Steven
N00035279::Hounshell, Andy
N00001821::Hoyer, Steny H
N00033630::Hudson, Richard
N00027649::Huelskamp, Tim
N00033030::Huffman, Jared
N00033426::Hughes, Andrew
N00030673::Huizenga, Bill
N00031104::Hultgren, Randy
N00029258::Hunter, Duncan D
N00031417::Hurd, Will
N00031265::Hurt, Robert
N00035214::Hutchinson, Toi
N00035237::Imholt, Tim
N00005582::Inhofe, James M
N00035301::Inman, J Mark
N00013345::Israel, Steve
N00007017::Issa, Darrell
N00005818::Jackson Lee, Sheila
N00035434::Jackson, Troy
N00035381::James, Jessica
N00035472::Jaramillo, John
N00035342::Jarvis, B Stefan
N00033640::Jeffries, Hakeem
N00035531::Jenkins, Evan
N00029077::Jenkins, Lynn
N00035425::Jensen, Elisabeth
N00032088::Johnson, Bill
N00035404::Johnson, Bob
N00008122::Johnson, Eddie Bernice
N00027848::Johnson, Hank
N00008028::Johnson, Sam
N00035227::Jonathan, Victor
N00031566::Jones, LeAlan M
N00002299::Jones, Walter B Jr
N00027894::Jordan, Jim
N00035393::Jorgensen, Kirk
N00035007::Joyce, David P
N00035412::Kajtazovic, Anesa
N00003522::Kaptur, Marcy
N00031933::Keating, Bill
N00031647::Kelly, Mike
N00035215::Kelly, Robin
N00034044::Kennedy, Joe III
N00033395::Kildee, Dan
N00034453::Kilmer, Derek
N00035205::Kimber, James
N00004403::Kind, Ron
N00035246::King, Jeff
N00025630::King, Karl
N00001193::King, Pete
N00025237::King, Steven A
N00002656::Kingston, Jack
N00030667::Kinzinger, Adam
N00029260::Kirkpatrick, Ann
N00004436::Kline, John
N00035454::Kohn, Erin Bilbray
N00033080::Konetchy, Peter
N00032568::Koniz, Gary
N00035429::Koutoujian, Peter
N00031092::Krause, John E
N00027496::Krinkie, Phil
N00035349::Kubba, Sam
N00033059::Kuchar, Frank
N00035269::Kuhn, John
N00035274::Kurzon, Jeff
N00030875::Kuster, Ann Mclane
N00031377::Labrador, Raul
N00035355::Laeke, Abel Gebre
N00035264::Lafley, Stephen
N00033987::LaMalfa, Doug
N00028133::Lamborn, Douglas L
N00000898::Lance, Leonard
N00035488::Land, Terri Lynn
N00035021::Landrieu, Gary
N00005395::Landrieu, Mary L
N00035467::Lane, Charlotte
N00009724::Langevin, Jim
N00031129::Lankford, James
N00035252::Larkin, Tim
N00035271::Larose, Joe
N00009759::Larsen, Rick
N00000575::Larson, John B
N00004227::Latham, Tom
N00012233::Latta, Robert E
N00035141::Lavergne, Eugene
N00035291::Lawson, Brent
N00035314::Leach, Daylin
N00035334::Leach, Ron
N00008046::Lee, Barbara
N00034995::Lee, Johnny
N00035383::Leflore, Burton
N00035368::Lemasters, Rick
N00034024::Levene, Allan
N00003950::Levin, Sander
N00002577::Lewis, John
N00035059::Lewis, Marcus
N00035295::Lieberman, Richard
N00035364::Lilienthal, Sal
N00035258::Limehouse, Chip
N00035502::Lind, Howie
N00035328::Lindsey, Ed
N00027239::Lipinski, Daniel
N00000851::LoBiondo, Frank A
N00027741::Loebsack, David
N00035413::Lofgren, Mark
N00007479::Lofgren, Zoe
N00035511::Lonegan, Steve
N00030676::Long, Billy
N00035347::Loudermilk, Barry
N00035206::Loveless, Joshua A
N00033274::Lowenthal, Alan
N00001024::Lowey, Nita M
N00031582::Lowry, Robert
N00005559::Lucas, Frank D
N00030026::Luetkemeyer, Blaine
N00029562::Lujan, Ben R
N00029788::Lummis, Cynthia Marie
N00013855::Lynch, Stephen F
N00035285::MacDougall, Ed
N00035540::Maciariello, Patrick
N00035213::Mack, Stanley
N00027891::Maffei, Dan
N00033138::Magee, Erin Kent
N00020086::Maguire, Andy
N00034575::Malagisi, Michael P
N00000078::Maloney, Carolyn B
N00034277::Maloney, Sean Patrick
N00035487::Maness, Rob
N00026710::Marchant, Kenny
N00035463::Marchbanks, Neal
N00035543::Marchese, Joel
N00001555::Margolies, Marjorie
N00031777::Marino, Tom
N00000270::Markey, Ed
N00032264::Marksberry, Ed
N00035236::Marselus, Reggie
N00035510::Martin, Andy
N00034041::Massie, Thomas
N00035283::Mather, Joshua Pike
N00009753::Matheson, Jim
N00027459::Matsui, Doris O
N00035209::McAllister, Lenny
N00035273::McCall, Brian Matthew
N00001148::McCarthy, Carolyn
N00028152::McCarthy, Kevin
N00026460::McCaul, Michael
N00035304::McClelland, Erin
N00006863::McClintock, Tom
N00012942::McCollum, Betty
N00003389::McConnell, Mitch
N00035245::McCoy, Peter
N00009829::McDermott, Jim
N00035489::McFadden, Mike
N00035331::McGeehan, Pat
N00000179::McGovern, James P
N00026627::McHenry, Patrick
N00002356::McIntyre, Mike
N00035397::McKenna, Michael
N00006882::McKeon, Buck
N00031681::McKinley, David
N00035234::McKinley, Paul
N00035494::McLeay, Bart
N00033509::McLeod, Gloria
N00035329::McMichael, Craig Bradley
N00034856::McMillan, Jaime
N00026314::McMorris Rodgers, Cathy
N00026926::McNerney, Jerry
N00033631::Meadows, Mark R
N00031134::Meehan, Patrick
N00001171::Meeks, Gregory W
N00035338::Mehring, Sona
N00035498::Meissner, Stuart
N00034547::Meng, Grace
N00035352::Mensing, Dale Kenneth
N00029303::Merkley, Jeff
N00012546::Messer, Luke
N00035308::Meyer, Ron
N00035513::Meyers, Victor
N00035290::Meynardie, Kevin
N00002793::Mica, John L
N00024770::Michaud, Mike
N00009795::Miller, Candice S
N00006954::Miller, Gary
N00007390::Miller, George
N00013846::Miller, Jeff
N00035443::Mills, Stewart
N00035464::Minor, Louie
N00035253::Moffly, Elizabeth
N00035533::Moll, Thomas
N00035508::Mooney, Alex
N00033814::Mooney, Alex
N00026914::Moore, Gwen
N00035447::Moore, Rodney
N00002083::Moran, Jim
N00035212::Morel, Emmanuel G
N00035431::Moulton, Seth
N00035416::Mowrer, Jim
N00035545::Mrozinski, Larry
N00035232::Muhammad, Fatimah N
N00033410::Mullin, Markwayne
N00031412::Mulvaney, Mick
N00035289::Murphy, Pat
N00033091::Murphy, Patrick
N00024992::Murphy, Tim
N00000939::Nadler, Jerrold
N00006789::Napolitano, Grace
N00035255::Nash, Ray
N00035377::Naughton, Shaughnessy
N00000153::Neal, Richard E
N00035336::Nestande, Brian
N00031469::Netherwood, Ray
N00026043::Neugebauer, Randy
N00032022::Noem, Kristi
N00021207::Nolan, Rick
N00033875::Norris, Phil
N00001692::Norton, Eleanor Holmes
N00032441::Nugent, Richard
N00007248::Nunes, Devin
N00035480::Nunn, Michelle
N00031006::Nunnelee, Alan
N00035452::O'Brien, Bill
N00004243::O'brien, David
N00033540::O'Rourke, Beto
N00009638::Obama, Barack
N00035495::Oliver, Sheila
N00035096::Olivera, Pablo
N00029285::Olson, Pete
N00035529::Ortman, Julianne
N00035493::Osborn, Shane
N00035450::Osborne, Curtis
N00035277::Overby, Lucas
N00031011::Owens, Bill
N00035302::Pahlke, Liz
N00031958::Palazzo, Steven
N00000781::Pallone, Frank Jr
N00035427::Palumbo, Joe
N00000751::Pascrell, Bill Jr
N00006397::Pastor, Ed
N00035247::Patrick, Andy
N00035459::Patton, Daniel Manuel
N00029391::Paulsen, Erik
N00034436::Pavilack, Harold
N00034639::Payne, Donald M Jr
N00012672::Pearce, Steve
N00035441::Pederson, John
N00007360::Pelosi, Nancy
N00035386::Percefull, Janis K
N00035516::Perdue, David
N00035512::Perkins, Jo Rae
N00027510::Perlmutter, Edwin G
N00034120::Perry, Scott
N00029277::Peters, Gary
N00033591::Peters, Scott
N00004558::Peterson, Collin
N00004426::Petri, Tom
N00013817::Pingree, Chellie
N00035254::Pinkston, Shawn
N00034416::Pittenger, Robert
N00001633::Pitts, Joe
N00035378::Platt, Carol
N00033549::Pocan, Mark
N00026457::Poe, Ted
N00029127::Polis, Jared
N00030744::Pompeo, Mike
N00035468::Poore, Meshea
N00029662::Posey, Bill
N00035520::Powe, Sharon
N00034667::Powelson, Michael
N00035323::Powers, Amos Scott
N00002260::Price, David
N00026160::Price, Tom
N00035407::Pridemore, Tricia
N00035455::Prues, Jim
N00013823::Pryor, Mark
N00030581::Quigley, Mike
N00035542::Quinones, Issac II
N00034017::Radel, Trey
N00035358::Radulovacki, Branko
N00002198::Rahall, Nick
N00000964::Rangel, Charles B
N00027686::Rathje, Steve
N00035204::Raths, Greg
N00035229::Rayburn, Charles
N00029405::Recchia, Domenic
N00000362::Reed, Jack
N00030949::Reed, Tom
N00035537::Reese, Brandon Rex
N00026885::Reichert, Dave
N00035233::Reid, Beverly E
N00031127::Renacci, Jim
N00035363::Reyes, Eloise Gomez
N00004881::Reynolds, Mel
N00035501::Rhoden, Larry
N00030968::Ribble, Reid
N00033832::Rice, Tom
N00035361::Richards, Ronny
N00030184::Richmond, Cedric
N00030962::Rigell, Scott
N00029441::Risch, James E
N00035547::Riser, Neil
N00035419::Robbins, Craig
N00035354::Roberts, Boyd
N00005285::Roberts, Pat
N00035337::Robertson, Martha
N00013142::Robinson, Jack E
N00035478::Robinson, Todd Anthony
N00030768::Roby, Martha
N00028463::Roe, Phil
N00003473::Rogers, Hal
N00009668::Rogers, Mike
N00024759::Rogers, Mike D
N00007151::Rohrabacher, Dana
N00031741::Rokita, Todd
N00029018::Rooney, Tom
N00002858::Ros-Lehtinen, Ileana
N00034472::Rose, Bobbie
N00035517::Rosendale, Matt
N00004719::Roskam, Peter
N00030645::Ross, Dennis
N00035344::Rothblatt, Gabriel
N00031253::Rothfus, Keith J
N00035187::Rounds, Mike
N00006671::Roybal-Allard, Lucille
N00008264::Royce, Ed
N00035507::Ruiz, Jose
N00032576::Ruiz, Nicholas III
N00033510::Ruiz, Raul
N00031632::Rullo, Joe
N00031988::Runyan, Jon
N00025482::Ruppersberger, Dutch
N00004887::Rush, Bobby L
N00004357::Ryan, Paul
N00025280::Ryan, Tim
N00035497::Sabas, Antonio
N00030418::Sablan, Gregorio
N00035318::Saidel, Jonathan
N00006446::Salmon, Matt
N00035068::Salvette, Emily
N00024870::Sanchez, Linda
N00008274::Sanchez, Loretta
N00002424::Sanford, Mark
N00027751::Sarbanes, John
N00035544::Sasse, Ben
N00009660::Scalise, Steve
N00035484::Schaben, Scott
N00004724::Schakowsky, Jan
N00028138::Schatz, Brian
N00009585::Schiff, Adam
N00000596::Schlesinger, Alan
N00035317::Schnackenberg, Matt
N00033101::Schneider, Brad
N00029273::Schock, Aaron
N00032232::Schonberg, Steve
N00034723::Schooley, Travis
N00030071::Schrader, Kurt
N00026106::Schultz, Debbie Wasserman
N00035405::Schwarz, David
N00006460::Schweikert, David
N00035270::Sciortino, Carl
N00032457::Scott, Austin
N00002147::Scott, Bobby
N00024871::Scott, David
N00031782::Scott, Tim
N00035396::Scurry-Smith, Gloreatha
N00035028::Seaman, David
N00035350::Seeley, David
N00035332::Senger, Darlene
N00004291::Sensenbrenner, F James Jr
N00001813::Serrano, Jose E
N00003062::Sessions, Jeff
N00005681::Sessions, Pete
N00030622::Sewell, Terri A
N00035284::Shaffer, James Alexander
N00024790::Shaheen, Jeanne
N00028091::Shea-Porter, Carol
N00035456::Sheil, John
N00035327::Sheldon, Donna
N00035390::Sheridan, Tim
N00006897::Sherman, Brad
N00035286::Sherzan, Mike
N00004961::Shimkus, John M
N00013770::Shuster, Bill
N00035460::Si, Tae
N00035499::Silverstein, Matt
N00035394::Simon, Fred J Jr
N00006263::Simpson, Mike
N00033604::Simpson, Stephen
N00033983::Sinema, Kyrsten
N00027523::Sires, Albio
N00035442::Sivarajah, Rhonda
N00034685::Slantz, Bill
N00001311::Slaughter, Louise M
N00007833::Smith, Adam
N00027623::Smith, Adrian
N00035432::Smith, Alden
N00035417::Smith, Bryan
N00009816::Smith, Chris
N00035282::Smith, Jason
N00001811::Smith, Lamar
N00031204::Southerland, Steve
N00029649::Speier, Jackie
N00035428::Spilka, Karen
N00035524::Stackhouse, Ed
N00035320::Stamper, Jay
N00035280::Stapleton, Corey C
N00035521::Starbuck, Lorenzo
N00035523::Stefanik, Elise
N00033932::Stewart, Chris
N00035353::Stiles, Larry
N00029574::Stivers, Steve
N00035351::Stockdale, David S
N00005918::Stockman, Steve
N00029494::Stone, John
N00035339::Strouse, Kevin
N00030891::Stutzman, Marlin
N00012600::Sullivan, Mike
N00033508::Swalwell, Eric
N00035268::Sweeney, Steve M
N00035535::Takai, Mark
N00006701::Takano, Mark
N00033575::Taylor, James Henry
N00005321::Terry, Lee
N00035534::Testerman, Karen
N00035241::Thigpen, Jason
N00003288::Thompson, Bennie G
N00029736::Thompson, Glenn
N00007419::Thompson, Mike
N00012933::Thoney, Roger
N00006052::Thornberry, Mac
N00009699::Tiberi, Patrick J
N00000226::Tierney, John F
N00035340::Tilghman, Bill
N00035492::Tillis, Thom
N00035388::Tillman, Danny
N00027509::Tipton, Scott
N00030191::Titus, Dina
N00030196::Tonko, Paul
N00031538::Tracy, Jim
N00035473::Treadwell, Mead
N00035485::Truax, Doug
N00029026::Tsongas, Niki
N00025175::Turner, Michael R
N00035257::Turner, Teddy
N00008051::Udall, Mark
N00006561::Udall, Tom
N00004133::Upton, Fred
N00033367::Valadao, David
N00013820::Van Hollen, Chris
N00007021::Vargas, Juan
N00034947::Vaux, Morgan John
N00033839::Veasey, Marc
N00034349::Vela, Filemon
N00001102::Velazquez, Nydia M
N00035410::Vernon, Monica
N00034985::Victor, Marc
N00003813::Visclosky, Pete
N00035399::Vivaldi, Peter
N00035330::Vogt, Dave
N00035207::Wager, Michael
N00035200::Wagie, David
N00033106::Wagner, Ann L
N00035424::Wakefield, Margie
N00026368::Walberg, Tim
N00007690::Walden, Greg
N00035311::Walker, Bradley
N00030975::Wallace, Eric M
N00031226::Walorski, Jackie
N00035305::Walter, Andrew
N00035391::Walters, Mimi
N00027467::Walz, Timothy J
N00035514::Ward, Rick
N00002097::Warner, Mark
N00026054::Washington, Joyce
N00006690::Waters, Maxine
N00002328::Watt, Melvin L
N00001861::Waxman, Henry A
N00035445::Webb, Don
N00033539::Weber, Randy
N00026335::Webster, Daniel
N00004578::Weiland, Rick
N00000515::Welch, Peter
N00035532::Welch, Richard
N00033310::Wenstrup, Brad
N00035316::Westbrook, Corry
N00035527::Westerman, Bruce
N00026163::Westmoreland, Lynn A
N00035481::Whitaker, Matt
N00003467::Whitfield, Ed
N00035360::Whitney, Bryan
N00027253::Wildes, Michael
N00035435::Willette, Alex
N00025221::Williams, Anthony W
N00035293::Williams, Chase
N00035418::Williams, David III
N00030602::Williams, Roger
N00030650::Wilson, Frederica
N00024809::Wilson, Joe
N00035288::Winslow, Dan
N00029459::Wittman, Rob
N00002073::Wolf, Frank R
N00031857::Womack, Steve
N00032416::Woodall, Rob
N00035281::Wyatt, Eric
N00028073::Yarmuth, John A
N00031502::Yoder, Kevin
N00033220::Yoho, Ted
N00001817::Young, C W Bill
N00035509::Young, David
N00033450::Young, Dean
N00007999::Young, Don
N00030670::Young, Todd
N00035479::Yu, Eugene
N00035292::Zachary, Jason


